soldierId,bestSoldierPerc
140040.0,4.0
114471.0,1.0
99888.0,2.0
19845.0,3.0
68359.0,2.0
18632.0,1.0
89432.0,1.0
111130.0,4.0
21185.0,1.0
94431.0,1.0
3273.0,4.0
19510.0,1.0
91516.0,1.0
99389.0,2.0
43188.0,3.0
36762.0,4.0
105171.0,1.0
8258.0,1.0
109152.0,4.0
83794.0,4.0
42238.0,3.0
47236.0,1.0
25431.0,1.0
101927.0,1.0
80662.0,4.0
85810.0,4.0
109930.0,4.0
16539.0,1.0
10852.0,2.0
39925.0,1.0
99412.0,2.0
112148.0,2.0
101731.0,1.0
25317.0,4.0
19245.0,1.0
99537.0,4.0
74832.0,4.0
11926.0,2.0
73616.0,3.0
68420.0,4.0
18818.0,3.0
85744.0,1.0
105133.0,4.0
109835.0,4.0
111839.0,2.0
102597.0,4.0
11597.0,3.0
21904.0,1.0
25853.0,4.0
84340.0,4.0
113718.0,3.0
1364.0,1.0
102506.0,1.0
98717.0,4.0
19379.0,3.0
91735.0,4.0
81339.0,3.0
9232.0,2.0
114458.0,4.0
23339.0,3.0
85091.0,2.0
14091.0,1.0
97389.0,4.0
99602.0,1.0
35379.0,2.0
45066.0,2.0
111349.0,1.0
138933.0,3.0
5932.0,2.0
45914.0,4.0
2563.0,3.0
100334.0,3.0
110324.0,2.0
35978.0,4.0
23153.0,3.0
82759.0,4.0
77528.0,1.0
6625.0,1.0
72076.0,1.0
138158.0,1.0
980.0,4.0
95294.0,3.0
97872.0,4.0
7747.0,3.0
72904.0,4.0
46026.0,1.0
1314.0,4.0
112690.0,2.0
12980.0,3.0
45420.0,2.0
102996.0,3.0
82095.0,2.0
105993.0,2.0
5344.0,3.0
17784.0,2.0
7498.0,1.0
18781.0,3.0
47226.0,4.0
102380.0,2.0
40467.0,3.0
75128.0,3.0
71968.0,2.0
71129.0,2.0
92970.0,1.0
27528.0,1.0
68448.0,1.0
15523.0,2.0
95448.0,3.0
71321.0,2.0
76676.0,1.0
11682.0,1.0
85790.0,4.0
21503.0,2.0
91300.0,3.0
71474.0,1.0
106279.0,1.0
84562.0,2.0
34459.0,4.0
28766.0,1.0
32918.0,1.0
105760.0,1.0
73188.0,4.0
110711.0,1.0
30682.0,4.0
46980.0,1.0
106139.0,4.0
94236.0,1.0
37761.0,3.0
29940.0,3.0
77431.0,1.0
98975.0,4.0
32162.0,1.0
88254.0,4.0
113970.0,2.0
9602.0,4.0
36167.0,1.0
37420.0,1.0
42396.0,1.0
100667.0,3.0
69591.0,3.0
12224.0,4.0
26811.0,2.0
77024.0,3.0
34847.0,3.0
87581.0,1.0
39651.0,1.0
81239.0,1.0
71096.0,1.0
36793.0,4.0
44464.0,3.0
40903.0,3.0
100190.0,3.0
111846.0,2.0
26071.0,4.0
111692.0,1.0
8153.0,1.0
33904.0,1.0
27870.0,3.0
137830.0,3.0
111139.0,1.0
10762.0,1.0
18932.0,4.0
76362.0,4.0
30357.0,4.0
99621.0,1.0
71209.0,4.0
3990.0,1.0
22484.0,4.0
101480.0,1.0
79092.0,4.0
42275.0,2.0
41910.0,4.0
74998.0,2.0
40850.0,3.0
9319.0,2.0
136950.0,4.0
88598.0,2.0
17233.0,2.0
27292.0,2.0
101938.0,4.0
70297.0,4.0
110753.0,4.0
29304.0,4.0
93506.0,1.0
82716.0,3.0
97167.0,3.0
9557.0,1.0
38522.0,4.0
45984.0,1.0
20320.0,4.0
104499.0,4.0
100169.0,4.0
41469.0,3.0
17305.0,3.0
22569.0,1.0
26076.0,2.0
46823.0,1.0
100821.0,2.0
112871.0,1.0
114411.0,3.0
102064.0,3.0
85226.0,1.0
41797.0,4.0
28539.0,4.0
42498.0,2.0
28311.0,1.0
410.0,1.0
113649.0,1.0
32485.0,2.0
35588.0,1.0
5332.0,1.0
27151.0,2.0
35492.0,1.0
137272.0,1.0
114799.0,4.0
136526.0,4.0
30694.0,4.0
17246.0,3.0
95766.0,2.0
85572.0,1.0
26977.0,1.0
104174.0,2.0
106837.0,2.0
95802.0,4.0
45795.0,4.0
103850.0,4.0
111683.0,4.0
37532.0,1.0
77072.0,2.0
100063.0,2.0
82136.0,4.0
74814.0,4.0
69191.0,4.0
72630.0,4.0
72075.0,1.0
42586.0,2.0
70994.0,1.0
91347.0,3.0
71379.0,2.0
23108.0,3.0
107360.0,2.0
69272.0,3.0
94992.0,1.0
42576.0,2.0
37266.0,1.0
24105.0,1.0
112093.0,4.0
73253.0,3.0
5685.0,1.0
26466.0,1.0
90480.0,1.0
33810.0,4.0
3487.0,2.0
101058.0,1.0
90749.0,2.0
43251.0,1.0
47535.0,4.0
77707.0,3.0
81222.0,1.0
15445.0,3.0
18174.0,4.0
26163.0,1.0
39745.0,3.0
38374.0,1.0
2059.0,4.0
93683.0,4.0
71069.0,4.0
5443.0,3.0
105890.0,1.0
92676.0,1.0
140198.0,4.0
7090.0,2.0
75247.0,1.0
82055.0,3.0
45288.0,3.0
84699.0,4.0
87569.0,4.0
92650.0,4.0
107688.0,1.0
11046.0,3.0
7103.0,2.0
32380.0,4.0
100300.0,4.0
32326.0,2.0
27002.0,3.0
94909.0,4.0
99466.0,1.0
39579.0,3.0
96889.0,4.0
112759.0,1.0
2199.0,1.0
95347.0,1.0
46596.0,2.0
86847.0,1.0
31046.0,1.0
139121.0,3.0
46158.0,1.0
79711.0,2.0
77255.0,3.0
14909.0,1.0
73416.0,4.0
99311.0,1.0
8167.0,4.0
92772.0,1.0
73956.0,2.0
26758.0,4.0
100263.0,1.0
83208.0,4.0
7839.0,2.0
91139.0,2.0
79752.0,4.0
5508.0,1.0
31280.0,2.0
103185.0,1.0
109162.0,2.0
34872.0,1.0
10969.0,4.0
42438.0,4.0
92740.0,2.0
25143.0,1.0
97457.0,3.0
98479.0,2.0
43214.0,3.0
103125.0,3.0
87954.0,1.0
47470.0,1.0
14950.0,4.0
140039.0,3.0
113481.0,1.0
92122.0,1.0
110322.0,4.0
2755.0,2.0
77125.0,4.0
71020.0,2.0
87041.0,4.0
112000.0,1.0
140202.0,2.0
74976.0,3.0
113526.0,1.0
5967.0,4.0
140037.0,1.0
47238.0,2.0
6087.0,3.0
19183.0,1.0
77523.0,1.0
87034.0,1.0
82249.0,2.0
110373.0,1.0
12743.0,1.0
45607.0,1.0
99169.0,1.0
3914.0,1.0
85366.0,1.0
47027.0,4.0
2737.0,4.0
115838.0,1.0
97531.0,4.0
72070.0,2.0
86375.0,4.0
73539.0,4.0
46025.0,2.0
109902.0,4.0
33040.0,3.0
102630.0,3.0
83353.0,2.0
115215.0,3.0
15333.0,4.0
8558.0,4.0
14340.0,2.0
20263.0,2.0
137041.0,4.0
3050.0,3.0
138210.0,4.0
72482.0,2.0
80579.0,1.0
17664.0,3.0
13466.0,1.0
34254.0,2.0
11102.0,2.0
85937.0,3.0
6549.0,1.0
102707.0,3.0
25907.0,1.0
7331.0,2.0
7935.0,4.0
13963.0,2.0
35767.0,1.0
6002.0,1.0
139113.0,1.0
37964.0,4.0
110678.0,1.0
29060.0,1.0
137811.0,4.0
69791.0,4.0
40361.0,4.0
78549.0,1.0
31829.0,1.0
39627.0,2.0
23891.0,1.0
111856.0,4.0
90740.0,4.0
44145.0,4.0
73361.0,4.0
75088.0,4.0
111274.0,4.0
37428.0,4.0
71871.0,1.0
96870.0,3.0
34918.0,2.0
29056.0,3.0
109576.0,2.0
103049.0,3.0
98625.0,4.0
23294.0,4.0
98766.0,4.0
39125.0,3.0
88066.0,2.0
44433.0,1.0
44631.0,3.0
21346.0,3.0
87304.0,2.0
14402.0,1.0
110377.0,1.0
106199.0,3.0
894.0,4.0
79159.0,1.0
97686.0,1.0
107695.0,4.0
109443.0,2.0
14569.0,3.0
83996.0,1.0
105401.0,3.0
13601.0,1.0
19513.0,4.0
32261.0,3.0
14053.0,3.0
317.0,2.0
73440.0,3.0
113356.0,3.0
7030.0,2.0
10737.0,1.0
43533.0,4.0
44599.0,2.0
46543.0,4.0
30651.0,2.0
80627.0,1.0
4445.0,2.0
12191.0,2.0
92088.0,1.0
22413.0,1.0
41978.0,1.0
82783.0,1.0
98483.0,4.0
30251.0,4.0
39429.0,1.0
39713.0,3.0
29349.0,1.0
96499.0,1.0
78213.0,4.0
98343.0,1.0
110824.0,3.0
26133.0,1.0
74552.0,4.0
87990.0,4.0
99344.0,4.0
99475.0,4.0
187.0,2.0
44981.0,2.0
94488.0,1.0
111119.0,4.0
91593.0,4.0
7879.0,2.0
27589.0,1.0
87252.0,3.0
76079.0,4.0
17444.0,3.0
106709.0,2.0
43854.0,4.0
94948.0,1.0
43894.0,4.0
11920.0,1.0
115355.0,3.0
17032.0,4.0
99838.0,4.0
97308.0,3.0
10828.0,2.0
93774.0,4.0
39063.0,4.0
96103.0,2.0
16025.0,3.0
7601.0,2.0
99907.0,2.0
91080.0,1.0
85194.0,2.0
75553.0,4.0
72008.0,4.0
32476.0,2.0
32201.0,2.0
70499.0,2.0
140739.0,4.0
21534.0,2.0
3920.0,3.0
74805.0,1.0
100637.0,1.0
29.0,2.0
73481.0,3.0
22799.0,4.0
76262.0,1.0
14138.0,2.0
103003.0,2.0
45746.0,1.0
109042.0,1.0
89956.0,4.0
70168.0,2.0
16682.0,4.0
23400.0,1.0
88364.0,2.0
88897.0,2.0
90347.0,4.0
7246.0,1.0
113554.0,4.0
8222.0,2.0
16026.0,2.0
100857.0,2.0
100105.0,2.0
8412.0,4.0
27233.0,3.0
137620.0,1.0
29416.0,1.0
18123.0,1.0
109173.0,2.0
98351.0,1.0
72368.0,3.0
93250.0,1.0
18495.0,1.0
9373.0,1.0
9453.0,4.0
77963.0,1.0
109369.0,3.0
42108.0,3.0
100505.0,1.0
92959.0,3.0
68702.0,2.0
6052.0,4.0
6123.0,4.0
1222.0,2.0
34340.0,1.0
10538.0,2.0
75607.0,1.0
70730.0,1.0
36683.0,3.0
16849.0,1.0
26014.0,2.0
15862.0,3.0
9807.0,2.0
783.0,1.0
6086.0,1.0
43688.0,3.0
73648.0,2.0
100593.0,1.0
100729.0,1.0
101977.0,3.0
20849.0,3.0
46750.0,4.0
11805.0,1.0
35364.0,3.0
97063.0,1.0
93529.0,3.0
70770.0,4.0
74464.0,1.0
78743.0,3.0
92004.0,4.0
138178.0,1.0
18102.0,4.0
96223.0,1.0
92259.0,4.0
8770.0,4.0
100529.0,4.0
99527.0,1.0
74298.0,1.0
93412.0,1.0
76985.0,4.0
25454.0,4.0
38662.0,1.0
17820.0,2.0
72961.0,4.0
11625.0,3.0
115347.0,4.0
25635.0,2.0
1657.0,4.0
111082.0,2.0
29286.0,3.0
12761.0,1.0
96104.0,4.0
21568.0,1.0
31658.0,3.0
9654.0,1.0
80122.0,2.0
88663.0,1.0
30535.0,1.0
92409.0,3.0
3838.0,4.0
109279.0,1.0
33734.0,2.0
94716.0,2.0
20988.0,3.0
68645.0,3.0
4482.0,4.0
94374.0,2.0
103059.0,1.0
96594.0,3.0
7666.0,4.0
115466.0,4.0
20652.0,3.0
77542.0,3.0
13687.0,4.0
108151.0,3.0
25467.0,2.0
15058.0,1.0
21955.0,4.0
1061.0,1.0
27015.0,2.0
32313.0,3.0
28327.0,4.0
38449.0,2.0
11503.0,4.0
89575.0,4.0
111816.0,4.0
97236.0,1.0
83410.0,4.0
39929.0,4.0
14181.0,1.0
139035.0,1.0
28916.0,2.0
41583.0,4.0
3550.0,2.0
112859.0,3.0
42900.0,1.0
91305.0,4.0
74629.0,3.0
108181.0,2.0
40747.0,2.0
8120.0,4.0
89237.0,3.0
19121.0,1.0
15100.0,1.0
34672.0,2.0
98154.0,4.0
71315.0,3.0
45911.0,4.0
33851.0,3.0
84632.0,4.0
7175.0,2.0
90696.0,4.0
95156.0,1.0
99494.0,2.0
24574.0,1.0
105418.0,3.0
109290.0,3.0
84972.0,4.0
79373.0,4.0
39683.0,1.0
106162.0,3.0
11192.0,3.0
26464.0,3.0
112681.0,1.0
35756.0,4.0
105067.0,1.0
29350.0,1.0
70847.0,4.0
75076.0,2.0
34933.0,3.0
25438.0,3.0
74024.0,4.0
109918.0,1.0
96363.0,1.0
103934.0,1.0
106597.0,2.0
35256.0,4.0
99006.0,3.0
19817.0,4.0
32462.0,2.0
97033.0,2.0
9486.0,2.0
94762.0,1.0
31865.0,2.0
95088.0,3.0
34032.0,1.0
94432.0,3.0
12386.0,1.0
97158.0,4.0
109732.0,3.0
81188.0,4.0
42759.0,1.0
91096.0,2.0
45072.0,2.0
3818.0,4.0
29799.0,3.0
91427.0,2.0
35754.0,1.0
137336.0,2.0
106779.0,2.0
5480.0,3.0
13110.0,3.0
101007.0,1.0
85301.0,4.0
109433.0,2.0
40432.0,3.0
76612.0,4.0
29652.0,2.0
95291.0,3.0
79700.0,3.0
40226.0,4.0
38341.0,1.0
95161.0,1.0
87690.0,4.0
45068.0,3.0
71270.0,1.0
35475.0,4.0
82289.0,2.0
2667.0,2.0
28852.0,3.0
105408.0,1.0
32435.0,4.0
83759.0,1.0
114264.0,1.0
107770.0,3.0
12950.0,3.0
70954.0,1.0
104353.0,4.0
40392.0,4.0
4022.0,4.0
26328.0,2.0
80553.0,3.0
139047.0,1.0
91740.0,4.0
3351.0,2.0
39759.0,3.0
36601.0,3.0
107714.0,4.0
83802.0,4.0
70609.0,3.0
36074.0,1.0
73611.0,4.0
136661.0,2.0
35829.0,1.0
107295.0,1.0
28574.0,4.0
5846.0,3.0
72927.0,1.0
20605.0,2.0
78582.0,3.0
139192.0,4.0
113842.0,3.0
96780.0,3.0
83674.0,4.0
40400.0,4.0
22385.0,1.0
139007.0,4.0
15813.0,1.0
42296.0,4.0
36699.0,1.0
113097.0,1.0
2608.0,1.0
106385.0,4.0
74137.0,1.0
6145.0,3.0
981.0,3.0
103299.0,1.0
80472.0,4.0
85822.0,2.0
112698.0,2.0
27731.0,3.0
136656.0,3.0
138992.0,1.0
109473.0,1.0
25084.0,1.0
30917.0,3.0
32598.0,3.0
80610.0,4.0
37488.0,2.0
6566.0,1.0
109490.0,3.0
90289.0,2.0
109754.0,4.0
41045.0,3.0
108738.0,1.0
28981.0,1.0
74754.0,2.0
35552.0,2.0
14273.0,2.0
75109.0,3.0
8212.0,3.0
86814.0,1.0
74621.0,4.0
5164.0,3.0
20091.0,1.0
28790.0,3.0
41864.0,1.0
90014.0,4.0
21975.0,4.0
101124.0,4.0
10894.0,3.0
40696.0,3.0
6020.0,4.0
7508.0,3.0
88369.0,2.0
93423.0,1.0
93453.0,2.0
138225.0,2.0
137560.0,2.0
11593.0,3.0
102497.0,1.0
15935.0,3.0
38847.0,1.0
45632.0,1.0
83642.0,1.0
47233.0,4.0
9998.0,2.0
90985.0,4.0
41519.0,3.0
95316.0,4.0
81415.0,3.0
6556.0,2.0
44226.0,4.0
104290.0,3.0
97075.0,3.0
10229.0,4.0
102383.0,3.0
13.0,1.0
5460.0,1.0
86938.0,3.0
34957.0,4.0
87637.0,1.0
99271.0,1.0
101669.0,3.0
82344.0,2.0
39500.0,4.0
28505.0,1.0
19678.0,1.0
109196.0,2.0
84116.0,1.0
83295.0,4.0
19031.0,2.0
94546.0,3.0
34861.0,1.0
137920.0,4.0
100446.0,4.0
2792.0,4.0
96409.0,2.0
13799.0,4.0
13622.0,4.0
115796.0,4.0
104429.0,1.0
36968.0,3.0
45823.0,4.0
76790.0,2.0
87322.0,3.0
39580.0,1.0
75813.0,1.0
4873.0,1.0
104298.0,1.0
22737.0,4.0
41988.0,4.0
40275.0,2.0
77066.0,1.0
10188.0,3.0
37543.0,2.0
104217.0,3.0
15766.0,4.0
1457.0,1.0
110211.0,3.0
98325.0,2.0
17949.0,1.0
74194.0,1.0
96224.0,3.0
2669.0,1.0
44072.0,1.0
136638.0,4.0
75828.0,2.0
140164.0,1.0
109743.0,2.0
448.0,2.0
20566.0,4.0
138633.0,3.0
98149.0,4.0
87483.0,2.0
33614.0,4.0
11653.0,2.0
11128.0,2.0
79221.0,2.0
11933.0,4.0
641.0,4.0
82096.0,2.0
75189.0,2.0
76802.0,4.0
70780.0,4.0
35686.0,2.0
74785.0,4.0
139992.0,4.0
34066.0,4.0
85794.0,4.0
7586.0,1.0
14113.0,3.0
81803.0,4.0
17934.0,1.0
113431.0,3.0
74210.0,3.0
90121.0,3.0
44938.0,4.0
26778.0,2.0
29912.0,1.0
30905.0,1.0
28512.0,3.0
45337.0,4.0
17301.0,4.0
108430.0,1.0
69943.0,3.0
140309.0,4.0
87442.0,3.0
137084.0,4.0
2516.0,1.0
71254.0,3.0
32658.0,4.0
32135.0,1.0
44153.0,4.0
80866.0,3.0
1080.0,2.0
20821.0,2.0
79195.0,1.0
89228.0,4.0
85095.0,4.0
10339.0,1.0
77766.0,4.0
31859.0,1.0
74045.0,3.0
111020.0,4.0
89329.0,4.0
87224.0,1.0
91811.0,4.0
104973.0,2.0
103625.0,2.0
91344.0,1.0
69183.0,3.0
99323.0,4.0
656.0,2.0
98791.0,1.0
4622.0,1.0
109102.0,4.0
34570.0,1.0
83970.0,4.0
110089.0,4.0
35247.0,4.0
7852.0,2.0
100024.0,2.0
106584.0,2.0
23252.0,1.0
29281.0,2.0
44920.0,1.0
13123.0,3.0
17865.0,1.0
9306.0,1.0
14951.0,1.0
14218.0,1.0
94016.0,4.0
9296.0,1.0
81684.0,3.0
103659.0,2.0
20314.0,2.0
17767.0,1.0
89901.0,3.0
72170.0,1.0
81095.0,4.0
2514.0,4.0
36251.0,2.0
42788.0,4.0
72128.0,2.0
88323.0,1.0
41832.0,4.0
80974.0,4.0
16644.0,4.0
77397.0,4.0
79991.0,4.0
9917.0,4.0
15607.0,1.0
3007.0,1.0
109169.0,4.0
39351.0,2.0
16003.0,3.0
20002.0,3.0
8294.0,2.0
41173.0,1.0
83537.0,4.0
102871.0,4.0
4329.0,2.0
21359.0,3.0
73218.0,2.0
18992.0,1.0
31762.0,1.0
47453.0,1.0
15442.0,3.0
96525.0,2.0
78560.0,1.0
46406.0,2.0
17583.0,3.0
6928.0,1.0
107303.0,1.0
75785.0,4.0
18576.0,4.0
73582.0,4.0
68268.0,2.0
95006.0,4.0
9528.0,4.0
68980.0,4.0
15014.0,1.0
31365.0,1.0
68428.0,4.0
21272.0,1.0
46403.0,2.0
2215.0,1.0
138626.0,2.0
94412.0,1.0
9541.0,4.0
104993.0,3.0
21656.0,4.0
43638.0,1.0
115851.0,1.0
88733.0,4.0
23235.0,2.0
45624.0,1.0
44243.0,3.0
99390.0,2.0
14686.0,2.0
105823.0,4.0
137078.0,4.0
78447.0,4.0
137190.0,4.0
92577.0,1.0
91409.0,1.0
2119.0,2.0
18972.0,1.0
104067.0,1.0
22672.0,4.0
39772.0,2.0
35671.0,3.0
71399.0,1.0
73695.0,1.0
39715.0,3.0
80002.0,4.0
73918.0,3.0
3690.0,1.0
139677.0,4.0
105891.0,4.0
79956.0,1.0
76122.0,2.0
11414.0,4.0
69154.0,4.0
107466.0,3.0
90164.0,2.0
80681.0,2.0
17984.0,2.0
3315.0,2.0
76665.0,4.0
86957.0,4.0
104648.0,1.0
139466.0,1.0
77311.0,4.0
22214.0,3.0
28244.0,3.0
103686.0,4.0
109899.0,3.0
105593.0,3.0
42517.0,2.0
75683.0,4.0
89803.0,2.0
72852.0,3.0
3238.0,1.0
29640.0,2.0
22023.0,1.0
80799.0,1.0
73276.0,1.0
115906.0,4.0
2279.0,4.0
90813.0,1.0
9915.0,1.0
92736.0,2.0
29308.0,4.0
85378.0,4.0
19715.0,4.0
93460.0,4.0
93685.0,2.0
102231.0,1.0
9025.0,1.0
70451.0,2.0
23054.0,4.0
111725.0,1.0
96815.0,4.0
32239.0,3.0
20490.0,1.0
72556.0,3.0
20052.0,1.0
105779.0,1.0
92555.0,2.0
101341.0,1.0
100998.0,4.0
90341.0,3.0
3188.0,2.0
3805.0,4.0
40619.0,3.0
7613.0,1.0
32214.0,1.0
24365.0,3.0
43418.0,3.0
20506.0,1.0
16085.0,4.0
114061.0,1.0
36970.0,3.0
71537.0,4.0
12116.0,1.0
29797.0,2.0
39882.0,3.0
109960.0,3.0
85792.0,1.0
1370.0,3.0
17223.0,3.0
110783.0,4.0
71611.0,3.0
85148.0,3.0
46625.0,4.0
95742.0,1.0
34090.0,2.0
108101.0,4.0
92449.0,3.0
4125.0,4.0
16530.0,3.0
4086.0,1.0
110459.0,2.0
102393.0,1.0
44755.0,1.0
4189.0,3.0
12637.0,1.0
35532.0,1.0
38513.0,4.0
15471.0,4.0
103174.0,2.0
38907.0,4.0
111964.0,2.0
93866.0,1.0
9632.0,4.0
110675.0,3.0
7685.0,3.0
75451.0,1.0
112197.0,3.0
87260.0,4.0
79696.0,3.0
2555.0,1.0
46412.0,4.0
45954.0,4.0
4996.0,3.0
101362.0,4.0
71275.0,4.0
18259.0,2.0
110569.0,4.0
5877.0,1.0
18338.0,4.0
102980.0,2.0
92655.0,3.0
113619.0,4.0
91268.0,3.0
104275.0,3.0
111596.0,4.0
137551.0,3.0
14314.0,1.0
140885.0,2.0
113903.0,4.0
70768.0,3.0
114373.0,1.0
39777.0,2.0
114336.0,2.0
102150.0,3.0
39467.0,2.0
6715.0,1.0
113924.0,1.0
100367.0,4.0
83365.0,4.0
10278.0,4.0
85043.0,4.0
23490.0,3.0
34767.0,1.0
22744.0,2.0
41484.0,4.0
8356.0,4.0
11318.0,1.0
28738.0,4.0
100602.0,2.0
17722.0,4.0
100308.0,3.0
68370.0,3.0
112169.0,2.0
12234.0,4.0
72613.0,2.0
38782.0,2.0
36001.0,4.0
68803.0,1.0
10851.0,2.0
27259.0,2.0
29546.0,3.0
140264.0,2.0
36182.0,1.0
5335.0,2.0
4271.0,3.0
101412.0,1.0
21926.0,4.0
90415.0,3.0
41025.0,3.0
106763.0,2.0
102198.0,1.0
17549.0,2.0
26542.0,3.0
76662.0,4.0
73570.0,4.0
13627.0,3.0
38208.0,1.0
84406.0,3.0
1715.0,3.0
105909.0,2.0
6621.0,4.0
105903.0,1.0
69160.0,2.0
83896.0,4.0
28745.0,3.0
101898.0,1.0
29356.0,3.0
1594.0,1.0
30269.0,2.0
69216.0,2.0
68727.0,1.0
5768.0,3.0
39093.0,2.0
19282.0,4.0
33133.0,3.0
93030.0,1.0
103387.0,2.0
88931.0,4.0
38095.0,2.0
81490.0,4.0
13032.0,4.0
78554.0,1.0
39249.0,4.0
6084.0,4.0
28629.0,1.0
24941.0,2.0
29739.0,4.0
11237.0,2.0
108196.0,3.0
79810.0,3.0
96085.0,1.0
16765.0,1.0
85276.0,1.0
76927.0,3.0
103907.0,2.0
17276.0,1.0
9805.0,3.0
4871.0,2.0
94444.0,4.0
28477.0,2.0
24586.0,4.0
17288.0,4.0
89628.0,1.0
114651.0,4.0
99063.0,1.0
13494.0,4.0
17245.0,2.0
38727.0,1.0
94589.0,1.0
81139.0,2.0
11228.0,2.0
32179.0,3.0
35525.0,1.0
22755.0,3.0
89716.0,1.0
36253.0,2.0
106537.0,2.0
68517.0,1.0
13972.0,4.0
39274.0,2.0
68691.0,3.0
105544.0,2.0
23991.0,3.0
41604.0,4.0
35637.0,3.0
8758.0,1.0
22747.0,1.0
79465.0,2.0
17204.0,1.0
20393.0,1.0
106166.0,2.0
85931.0,1.0
46074.0,1.0
113808.0,1.0
110961.0,1.0
13422.0,3.0
13454.0,2.0
137163.0,3.0
81886.0,3.0
1110.0,2.0
140876.0,4.0
70099.0,1.0
110212.0,3.0
102575.0,2.0
84773.0,1.0
23722.0,1.0
4695.0,3.0
43902.0,4.0
100768.0,1.0
70509.0,1.0
80987.0,1.0
5297.0,3.0
75423.0,4.0
81582.0,4.0
19847.0,4.0
8278.0,2.0
9280.0,1.0
16272.0,1.0
113320.0,1.0
22109.0,3.0
80916.0,4.0
90236.0,4.0
101388.0,3.0
99145.0,1.0
140305.0,1.0
42636.0,4.0
10220.0,3.0
80554.0,4.0
71192.0,1.0
43098.0,1.0
10690.0,4.0
13740.0,4.0
73551.0,4.0
104615.0,4.0
95424.0,4.0
112278.0,4.0
105520.0,3.0
138446.0,4.0
106067.0,2.0
76908.0,2.0
17876.0,1.0
11014.0,3.0
73552.0,4.0
8715.0,3.0
30335.0,3.0
14578.0,3.0
8079.0,1.0
19764.0,1.0
23253.0,1.0
13271.0,4.0
77584.0,3.0
3656.0,3.0
137072.0,3.0
96043.0,1.0
32221.0,1.0
27710.0,3.0
101463.0,4.0
91582.0,1.0
43385.0,3.0
11901.0,4.0
100778.0,3.0
34475.0,2.0
84073.0,4.0
94900.0,1.0
39596.0,4.0
22515.0,3.0
95311.0,4.0
100373.0,3.0
96200.0,2.0
25511.0,1.0
32308.0,3.0
68299.0,4.0
8466.0,3.0
36555.0,4.0
115073.0,1.0
1640.0,4.0
74986.0,2.0
28261.0,3.0
17472.0,1.0
137152.0,3.0
111687.0,3.0
76554.0,1.0
45319.0,3.0
137293.0,3.0
37777.0,1.0
43342.0,1.0
96570.0,1.0
24919.0,1.0
115633.0,2.0
104786.0,4.0
26712.0,2.0
47592.0,3.0
25892.0,3.0
8925.0,2.0
89313.0,4.0
76205.0,4.0
33152.0,1.0
102103.0,1.0
137133.0,2.0
42087.0,2.0
1506.0,1.0
46672.0,2.0
87914.0,1.0
5024.0,2.0
77868.0,3.0
35688.0,2.0
112352.0,4.0
91099.0,4.0
90226.0,3.0
102436.0,3.0
3611.0,2.0
104415.0,4.0
113044.0,4.0
84616.0,2.0
768.0,4.0
3470.0,2.0
45971.0,2.0
104002.0,4.0
70656.0,2.0
78429.0,1.0
99483.0,3.0
37655.0,2.0
89167.0,4.0
35871.0,4.0
23470.0,3.0
27265.0,3.0
140451.0,2.0
24699.0,4.0
74622.0,2.0
76367.0,4.0
33775.0,4.0
114593.0,4.0
23620.0,3.0
78496.0,2.0
72657.0,2.0
