soldierId,bestSoldierPerc
40432.0,2
76612.0,3
29652.0,1
95291.0,1
79700.0,1
40226.0,4
38341.0,3
95161.0,1
87690.0,4
45068.0,4
71270.0,1
35475.0,4
82289.0,3
2667.0,3
28852.0,2
105408.0,1
32435.0,4
83759.0,3
114264.0,4
107770.0,4
12950.0,4
70954.0,1
104353.0,4
40392.0,3
4022.0,2
26328.0,1
80553.0,4
139047.0,2
91740.0,2
3351.0,2
39759.0,4
36601.0,3
107714.0,1
83802.0,4
70609.0,1
36074.0,1
73611.0,4
136661.0,2
35829.0,1
107295.0,3
28574.0,4
5846.0,2
72927.0,4
20605.0,1
78582.0,4
139192.0,4
113842.0,4
96780.0,1
83674.0,1
40400.0,3
22385.0,1
139007.0,4
15813.0,1
42296.0,1
36699.0,1
113097.0,4
2608.0,4
106385.0,1
74137.0,1
6145.0,2
981.0,3
103299.0,1
80472.0,2
85822.0,1
112698.0,1
27731.0,4
136656.0,4
138992.0,2
109473.0,1
25084.0,1
30917.0,3
32598.0,4
80610.0,4
37488.0,3
6566.0,3
109490.0,3
90289.0,2
109754.0,4
41045.0,2
108738.0,3
28981.0,1
74754.0,3
35552.0,2
14273.0,1
75109.0,3
8212.0,4
86814.0,3
74621.0,4
5164.0,4
20091.0,2
28790.0,1
41864.0,1
90014.0,3
21975.0,4
101124.0,3
10894.0,4
40696.0,3
6020.0,4
7508.0,1
88369.0,1
93423.0,1
93453.0,1
138225.0,1
137560.0,2
11593.0,4
102497.0,2
15935.0,3
38847.0,3
45632.0,3
83642.0,2
47233.0,4
9998.0,3
90985.0,4
41519.0,3
95316.0,4
81415.0,3
6556.0,2
44226.0,4
104290.0,3
97075.0,3
10229.0,4
102383.0,4
13.0,2
5460.0,1
86938.0,2
34957.0,4
87637.0,2
99271.0,3
101669.0,4
82344.0,4
39500.0,2
28505.0,4
19678.0,1
109196.0,2
84116.0,1
83295.0,4
19031.0,2
94546.0,2
34861.0,1
137920.0,4
100446.0,2
2792.0,4
96409.0,3
13799.0,4
13622.0,3
115796.0,4
104429.0,2
36968.0,1
45823.0,4
76790.0,4
87322.0,3
39580.0,1
75813.0,3
4873.0,1
104298.0,2
22737.0,4
41988.0,1
40275.0,2
77066.0,2
10188.0,4
37543.0,4
104217.0,4
15766.0,4
1457.0,1
110211.0,3
98325.0,1
17949.0,1
74194.0,1
96224.0,4
2669.0,1
44072.0,1
136638.0,4
75828.0,1
140164.0,1
109743.0,2
448.0,2
20566.0,4
138633.0,4
98149.0,4
87483.0,3
33614.0,1
11653.0,1
11128.0,1
79221.0,1
11933.0,4
641.0,1
82096.0,2
75189.0,4
76802.0,4
70780.0,4
35686.0,3
74785.0,4
139992.0,2
34066.0,2
85794.0,3
7586.0,1
14113.0,4
81803.0,4
17934.0,3
113431.0,1
74210.0,2
90121.0,3
44938.0,4
26778.0,2
29912.0,1
30905.0,4
28512.0,3
45337.0,4
17301.0,4
108430.0,2
69943.0,4
140309.0,4
87442.0,4
137084.0,3
2516.0,1
71254.0,3
32658.0,4
32135.0,1
44153.0,4
80866.0,2
1080.0,2
20821.0,1
79195.0,1
89228.0,2
85095.0,4
10339.0,1
77766.0,3
31859.0,1
74045.0,4
111020.0,1
89329.0,3
87224.0,2
91811.0,2
104973.0,4
103625.0,4
91344.0,1
69183.0,3
99323.0,4
656.0,3
98791.0,2
4622.0,3
109102.0,4
34570.0,4
83970.0,3
110089.0,4
35247.0,3
7852.0,2
100024.0,1
106584.0,2
23252.0,2
29281.0,3
44920.0,1
13123.0,2
17865.0,2
9306.0,1
14951.0,4
14218.0,1
94016.0,3
9296.0,2
81684.0,3
103659.0,2
20314.0,2
17767.0,2
89901.0,3
72170.0,1
81095.0,4
2514.0,4
36251.0,1
42788.0,3
72128.0,3
88323.0,3
41832.0,3
80974.0,4
16644.0,4
77397.0,2
79991.0,4
9917.0,4
15607.0,2
3007.0,2
109169.0,3
39351.0,1
16003.0,4
20002.0,3
8294.0,1
41173.0,2
83537.0,4
102871.0,3
4329.0,3
21359.0,2
73218.0,3
18992.0,1
31762.0,1
47453.0,1
15442.0,2
96525.0,2
78560.0,1
46406.0,1
17583.0,2
6928.0,1
107303.0,1
75785.0,4
18576.0,3
73582.0,4
68268.0,4
95006.0,4
9528.0,4
68980.0,4
15014.0,3
31365.0,2
68428.0,3
21272.0,1
46403.0,1
2215.0,2
138626.0,2
94412.0,1
9541.0,2
104993.0,1
21656.0,1
43638.0,1
115851.0,1
88733.0,4
23235.0,3
45624.0,2
44243.0,4
99390.0,3
14686.0,4
105823.0,4
137078.0,4
78447.0,3
137190.0,4
92577.0,1
91409.0,3
2119.0,2
18972.0,1
104067.0,2
22672.0,2
39772.0,2
35671.0,1
71399.0,1
73695.0,1
39715.0,3
80002.0,4
73918.0,2
3690.0,2
139677.0,4
105891.0,3
79956.0,3
76122.0,1
11414.0,3
69154.0,3
107466.0,4
90164.0,3
80681.0,3
17984.0,1
3315.0,3
76665.0,3
86957.0,4
104648.0,3
139466.0,1
77311.0,3
22214.0,1
28244.0,1
103686.0,4
109899.0,4
105593.0,2
42517.0,1
75683.0,4
89803.0,2
72852.0,4
3238.0,1
29640.0,1
22023.0,3
80799.0,1
73276.0,2
115906.0,3
2279.0,4
90813.0,4
9915.0,1
92736.0,1
29308.0,2
85378.0,4
19715.0,3
93460.0,2
93685.0,4
102231.0,3
9025.0,1
70451.0,2
23054.0,4
111725.0,2
96815.0,3
32239.0,2
20490.0,1
72556.0,1
20052.0,1
105779.0,1
92555.0,3
101341.0,1
100998.0,4
90341.0,2
3188.0,1
3805.0,3
40619.0,3
7613.0,2
32214.0,1
24365.0,1
43418.0,3
20506.0,4
16085.0,4
114061.0,1
36970.0,3
71537.0,4
12116.0,1
29797.0,3
39882.0,2
109960.0,1
85792.0,2
1370.0,1
17223.0,3
110783.0,4
71611.0,4
85148.0,3
46625.0,3
95742.0,2
34090.0,3
108101.0,2
92449.0,3
4125.0,4
16530.0,4
4086.0,1
110459.0,1
102393.0,1
44755.0,1
4189.0,3
12637.0,3
35532.0,1
38513.0,1
15471.0,4
103174.0,1
38907.0,3
111964.0,1
93866.0,2
9632.0,1
110675.0,2
7685.0,4
75451.0,1
112197.0,1
87260.0,2
79696.0,1
2555.0,4
46412.0,4
45954.0,3
4996.0,1
101362.0,4
71275.0,3
18259.0,3
110569.0,3
5877.0,4
18338.0,2
102980.0,2
92655.0,2
113619.0,4
91268.0,1
104275.0,4
111596.0,4
137551.0,4
14314.0,1
140885.0,3
113903.0,4
70768.0,1
114373.0,2
39777.0,2
114336.0,2
102150.0,1
39467.0,3
6715.0,2
113924.0,1
100367.0,4
83365.0,4
10278.0,3
85043.0,2
23490.0,3
34767.0,1
22744.0,3
41484.0,4
8356.0,4
11318.0,1
28738.0,4
100602.0,4
17722.0,4
100308.0,3
68370.0,3
112169.0,4
12234.0,4
72613.0,4
38782.0,1
36001.0,4
68803.0,2
10851.0,1
27259.0,1
29546.0,2
140264.0,3
36182.0,1
5335.0,3
4271.0,3
101412.0,1
21926.0,4
90415.0,3
41025.0,4
106763.0,2
102198.0,3
17549.0,3
26542.0,4
76662.0,4
73570.0,4
13627.0,4
38208.0,4
84406.0,2
1715.0,1
105909.0,3
6621.0,4
105903.0,1
69160.0,1
83896.0,4
28745.0,3
101898.0,2
29356.0,3
1594.0,3
30269.0,2
69216.0,3
68727.0,1
5768.0,4
39093.0,4
19282.0,2
33133.0,4
93030.0,1
103387.0,1
88931.0,3
38095.0,4
81490.0,4
13032.0,4
78554.0,1
39249.0,3
6084.0,4
28629.0,1
24941.0,4
29739.0,4
11237.0,3
108196.0,4
79810.0,4
96085.0,2
16765.0,1
85276.0,1
76927.0,4
103907.0,2
17276.0,1
9805.0,2
4871.0,2
94444.0,4
28477.0,4
24586.0,4
17288.0,4
89628.0,2
114651.0,4
99063.0,1
13494.0,4
17245.0,1
38727.0,3
94589.0,2
81139.0,3
11228.0,3
32179.0,3
35525.0,4
22755.0,3
89716.0,1
36253.0,2
106537.0,2
68517.0,1
13972.0,1
39274.0,2
68691.0,2
105544.0,1
23991.0,3
41604.0,4
35637.0,3
8758.0,2
22747.0,2
79465.0,2
17204.0,3
20393.0,1
106166.0,2
85931.0,1
46074.0,2
113808.0,1
110961.0,3
13422.0,4
13454.0,2
137163.0,3
81886.0,4
1110.0,2
140876.0,1
70099.0,2
110212.0,1
102575.0,1
84773.0,2
23722.0,2
4695.0,2
43902.0,4
100768.0,2
70509.0,2
80987.0,1
5297.0,4
75423.0,4
81582.0,4
19847.0,4
8278.0,2
9280.0,1
16272.0,2
113320.0,2
22109.0,4
80916.0,3
90236.0,4
101388.0,4
99145.0,1
140305.0,1
42636.0,1
10220.0,2
80554.0,3
71192.0,4
43098.0,4
10690.0,4
13740.0,3
73551.0,2
104615.0,2
95424.0,4
112278.0,4
105520.0,2
138446.0,4
106067.0,2
76908.0,2
17876.0,1
11014.0,3
73552.0,3
8715.0,1
30335.0,2
14578.0,4
8079.0,1
19764.0,1
23253.0,3
13271.0,3
77584.0,4
3656.0,3
137072.0,3
96043.0,1
32221.0,1
27710.0,1
101463.0,4
91582.0,4
43385.0,1
11901.0,4
100778.0,4
34475.0,2
84073.0,4
94900.0,1
39596.0,2
22515.0,1
95311.0,4
100373.0,1
96200.0,4
25511.0,2
32308.0,3
68299.0,3
8466.0,4
36555.0,4
115073.0,1
1640.0,4
74986.0,3
28261.0,1
17472.0,3
137152.0,2
111687.0,1
76554.0,1
45319.0,3
137293.0,1
37777.0,1
43342.0,2
96570.0,3
24919.0,1
115633.0,2
104786.0,1
26712.0,1
47592.0,4
25892.0,2
8925.0,1
89313.0,3
76205.0,4
33152.0,2
102103.0,4
137133.0,1
42087.0,4
1506.0,2
46672.0,3
87914.0,4
5024.0,1
77868.0,3
35688.0,1
112352.0,4
91099.0,4
90226.0,2
102436.0,2
3611.0,2
104415.0,4
113044.0,1
84616.0,3
768.0,3
3470.0,1
45971.0,1
104002.0,3
70656.0,2
78429.0,1
99483.0,3
37655.0,1
89167.0,4
35871.0,2
23470.0,2
27265.0,2
140451.0,2
24699.0,4
74622.0,2
76367.0,1
33775.0,2
114593.0,4
23620.0,2
78496.0,1
72657.0,1
39277.0,2
31486.0,3
31116.0,4
25743.0,1
73812.0,3
28254.0,3
43382.0,1
81061.0,2
103966.0,3
140855.0,1
17861.0,2
21081.0,3
43018.0,4
93159.0,1
28601.0,4
2398.0,3
77598.0,3
88968.0,2
81760.0,4
98781.0,3
136796.0,1
90909.0,2
578.0,4
21609.0,3
97180.0,4
25341.0,2
9963.0,1
80621.0,3
138413.0,4
96362.0,4
30224.0,1
114927.0,4
40569.0,1
109108.0,2
29532.0,1
95714.0,2
77731.0,3
25815.0,3
37103.0,4
14777.0,1
46342.0,4
23990.0,3
82941.0,4
42316.0,1
71937.0,1
82552.0,1
75315.0,3
70942.0,4
21280.0,1
22194.0,1
102812.0,2
27433.0,1
20754.0,2
95790.0,3
96254.0,3
108433.0,3
112774.0,2
2735.0,3
20089.0,3
80697.0,1
109877.0,4
138869.0,3
114811.0,2
79487.0,4
102839.0,1
31004.0,1
9587.0,1
17740.0,2
110277.0,4
109076.0,1
39057.0,4
13819.0,1
78264.0,4
27952.0,4
77170.0,3
5075.0,1
140384.0,1
44598.0,3
2846.0,2
89806.0,4
39041.0,2
68487.0,4
87589.0,4
42018.0,4
98370.0,1
42293.0,3
105957.0,4
44401.0,1
1528.0,1
87190.0,4
43882.0,1
82732.0,1
76832.0,3
26939.0,4
11209.0,2
80656.0,1
86645.0,1
111887.0,3
100466.0,2
114128.0,1
106224.0,3
41457.0,4
40841.0,4
40064.0,1
33500.0,1
20018.0,4
94168.0,4
139123.0,4
37899.0,4
112739.0,4
7324.0,4
79384.0,2
136615.0,2
24816.0,4
107288.0,1
35779.0,2
102869.0,1
83487.0,3
45642.0,3
39333.0,1
35855.0,1
101526.0,3
18976.0,4
748.0,4
82761.0,1
21901.0,4
25681.0,3
104816.0,2
44209.0,3
70704.0,3
96483.0,2
22303.0,4
98251.0,3
89972.0,4
107388.0,3
33978.0,3
34860.0,4
5859.0,4
111943.0,1
115558.0,1
74512.0,3
42367.0,2
5773.0,4
8729.0,2
19481.0,1
39808.0,1
72363.0,4
5066.0,3
15690.0,2
29322.0,3
38765.0,1
42223.0,3
71424.0,3
87640.0,3
113684.0,1
26505.0,3
2213.0,1
81208.0,1
104378.0,2
137074.0,4
80591.0,1
90446.0,1
33987.0,3
15713.0,4
37211.0,1
77851.0,1
30967.0,4
99710.0,2
107169.0,4
84480.0,2
92725.0,1
35363.0,1
91415.0,1
109387.0,1
105089.0,1
45533.0,4
83458.0,2
38200.0,3
80209.0,3
140424.0,1
86299.0,1
17732.0,1
95387.0,3
112976.0,2
106961.0,4
42663.0,4
140408.0,2
96848.0,4
96087.0,4
99585.0,4
18176.0,2
6636.0,1
15127.0,1
101798.0,3
69218.0,4
84050.0,1
94656.0,3
20229.0,4
96144.0,1
6531.0,2
13482.0,4
39464.0,4
96450.0,3
1820.0,1
30149.0,2
46144.0,3
14739.0,4
10767.0,3
83902.0,4
36230.0,1
10160.0,3
2321.0,1
136940.0,4
102180.0,1
33699.0,1
77713.0,2
107562.0,4
83839.0,2
12025.0,1
106977.0,1
106295.0,2
5835.0,4
104521.0,4
4905.0,1
95614.0,2
41520.0,1
13186.0,2
139778.0,3
110354.0,1
82238.0,2
85338.0,1
38009.0,3
138907.0,3
9348.0,2
84252.0,4
29958.0,3
30646.0,4
4969.0,3
27026.0,4
84280.0,4
553.0,2
75438.0,1
95149.0,3
6019.0,3
76053.0,3
105163.0,1
7230.0,3
79315.0,4
114601.0,4
104702.0,3
109407.0,2
22743.0,1
96440.0,1
24269.0,4
99315.0,4
27961.0,2
21380.0,2
3369.0,1
137069.0,1
71931.0,3
25373.0,2
83138.0,3
26738.0,3
97423.0,2
113394.0,2
95150.0,4
93387.0,3
80675.0,3
25873.0,1
74178.0,1
15401.0,2
138819.0,3
4802.0,1
7945.0,4
109324.0,4
110320.0,3
139003.0,2
82254.0,1
94181.0,4
68935.0,1
17051.0,1
108144.0,4
76617.0,4
43923.0,4
102407.0,1
78065.0,4
139142.0,4
41787.0,2
9459.0,2
76333.0,3
35935.0,3
138077.0,3
100248.0,1
1149.0,3
140050.0,2
87254.0,3
4178.0,1
111094.0,1
11119.0,1
36250.0,1
42290.0,3
32799.0,1
35926.0,4
5681.0,3
139044.0,1
8801.0,1
112377.0,3
106630.0,2
25435.0,3
102685.0,4
74892.0,3
5322.0,4
33216.0,3
113915.0,3
93469.0,1
13456.0,4
73104.0,1
43263.0,1
112350.0,1
99697.0,2
95030.0,3
138381.0,1
114803.0,4
574.0,3
96291.0,4
92067.0,2
9200.0,1
84560.0,3
28378.0,1
114027.0,2
28982.0,1
89343.0,4
11816.0,2
81114.0,3
7452.0,1
114260.0,4
26124.0,1
112117.0,1
99355.0,3
39961.0,1
29785.0,4
110966.0,2
91650.0,1
81717.0,3
139502.0,4
137771.0,3
15545.0,4
2122.0,1
106614.0,1
12020.0,4
83272.0,4
109065.0,2
68576.0,4
33344.0,2
22377.0,4
47018.0,3
69789.0,4
136750.0,4
111026.0,4
136567.0,4
23102.0,4
21252.0,3
17799.0,4
3936.0,1
44032.0,2
95533.0,2
21476.0,4
25238.0,3
83111.0,3
37974.0,4
9566.0,4
75804.0,3
22365.0,1
16149.0,4
71959.0,3
95328.0,1
136881.0,3
73665.0,1
70365.0,1
140711.0,1
76346.0,3
89442.0,2
91304.0,4
9034.0,1
44337.0,2
75014.0,4
46067.0,1
40441.0,3
18197.0,3
89170.0,1
41412.0,4
38076.0,1
107414.0,1
75712.0,4
140356.0,4
140699.0,1
97065.0,1
70812.0,3
8003.0,1
113094.0,4
31225.0,1
93707.0,4
110761.0,1
79020.0,2
8064.0,4
34238.0,1
86132.0,1
78303.0,4
114613.0,3
17505.0,3
30143.0,3
38091.0,4
43406.0,4
13114.0,4
94527.0,1
74697.0,4
94770.0,1
107828.0,4
23080.0,4
110136.0,2
106463.0,1
2138.0,1
27256.0,3
8616.0,4
4694.0,1
21202.0,3
20275.0,3
101965.0,2
36672.0,3
89194.0,1
79498.0,2
100017.0,3
97169.0,4
109125.0,1
92048.0,3
31127.0,4
98090.0,2
44334.0,3
35653.0,4
140851.0,2
29774.0,4
97355.0,3
105864.0,3
32606.0,4
84346.0,1
